group,name , code
,Llamba elektrike fije e hollë,31510000-4
,Njësi llambash të vulosura,31511000-1
,Llamba me filament halogjen tungsten,31512000-8
,"Llamba halogjene, lineare",31512100-9
,"Llamba halogjene, bi-pin",31512200-0
,"Llamba halogjene, dikroike",31512300-1
,Llamba me shkarkim,31514000-2
,Llamba ultravjollcë,31515000-9
,Llamba infra të kuqe,31516000-6
,Llamba me hark,31517000-3
,Drita sinjalizuese,31518000-0
,Prozhektor,31518100-1
,Pajisje të ndriçimit emergjent,31518200-2
,Stormlights,31518210-5
,Shkop ndriçimi,31518220-8
,Ndriçues tavani,31518300-3
,Llamba me avuj mërkuri,31518500-5
,Prozhektor kërkimi,31518600-6
,Llamba neoni dhe inkandeshente,31519000-7
,Llambat inkandeshente,31519100-8
,Llamba neoni,31519200-9
,Llambat dhe pajisje ndriçimi,31520000-7
,Llamba,31521000-4
,Llamba tavoline,31521100-5
,Llamba që vendosen në dysheme,31521200-6
,Llamba elektrike portative,31521300-7
,Drita paralajmëruese,31521310-0
,Pishtarë,31521320-3
,Llamba elektrike portative të rikarikueshme,31521330-6
,Drita për pemën e krishtlindjeve,31522000-1
,Shenja ndriçuese dhe pllakëza me emër,31523000-8
,Drita neoni për reklama,31523100-9
,Shenja mesazhesh të përhershme,31523200-0
,Pllakëza me emër të ndriçuara,31523300-1
,Pajisje ndriçimi për tavane ose mure,31524000-5
,Pajisje ndriçimi për tavane,31524100-6
,Llamba operative për teatër,31524110-9
,Drita tavani,31524120-2
,Pajisje ndriçimi për mure,31524200-7
,Drita muri,31524210-0
,Drita prozhektori,31527000-6
,Drita të jashtme,31527200-8
,Fenerë,31527210-1
,Sisteme ndriçimi,31527260-6
,Ndriçime platformash,31527270-9
,Drita të brendshme,31527300-9
,Drita nënujore,31527400-0
,Pjesë të llambave dhe pajisjeve të ndriçimit,31530000-0
,Poç elektrik,31531000-7
,Tuba elektrike,31531100-8
,Pjesë të llambave dhe pajisjeve ndriçimi,31532000-4
,Llamba me tuba,31532100-5
,Llamba me tub fluoreshent,31532110-8
,Llamba me tub kompakt fluoreshent,31532120-1
,Llamba unazore,31532200-6
,Llamba fluoreshente unazore,31532210-9
,Llamba në formë globi,31532300-7
,Llamba me glob kompakt fluoreshent,31532310-0
,Fole llambash,31532400-8
,Startues llambash,31532500-9
,Starters për llambat fluoreshente,31532510-2
,Reaktorë llambash,31532600-0
,Reaktorë për llambat fluoreshente,31532610-3
,Mbuloje llambash,31532700-1
,Krahë llambash,31532800-2
,Drita fluoreshente,31532900-3
,Tuba fluoreshente,31532910-6
,Poçe dhe llamba fluoreshente,31532920-9
,Pajisje dhe aparate elektrike,31600000-2
,Pajisje elektrike për motorë dhe automjete,31610000-5
,Komplete për instalime elektrike,31611000-2
,Vegjë me tela elektrike për motorë,31612000-9
,Motora startues,31612200-1
,Pajisje elektrike sinjalizimi për motorë,31612300-2
,Pafta,31612310-5
,Aparate sinjalizimi me zë ose vizuale,31620000-8
,Alarme anti-vjedhje dhe anti-zjarr,31625000-3
,Sisteme për zbulimin e zjarrit,31625100-4
,Sisteme alarmi anti-zjarr,31625200-5
,Sisteme alarmi anti-vjedhje,31625300-6
,Magnet,31630000-1
,Makina dhe aparate me funksione të veçanta,31640000-4
,Aparate elektronike zbulimi,31642000-8
,Aparat zbulimi për tuba metalike,31642100-9
,Aparat zbulimi për minierat,31642200-0
,Aparat zbulimi për plastike,31642300-1
,Aparat zbulimi për objekte jo-metalike,31642400-2
,Aparat zbulimi për lëndët e drurit,31642500-3
,Përshpejtues grimcash,31643000-5
,Përshpejtues linearë,31643100-6
,Regjistrues të ndryshëm të të dhënave,31644000-2
,Makina pinball,31645000-9
,Pajisje izoluese,31650000-7
,Kasetë elektrike,31651000-4
,Elektroda karboni,31660000-0
,Pjesë elektrike të makinerive ose aparaturave,31670000-3
,Zarfa qelqi dhe tuba me rreze katodike,31671000-0
,Zarfa qelqi,31671100-1
,Tuba me rreze katodike,31671200-2
,Pajisje elektrike dhe aksesorë,31680000-6
,Pajisje elektrike,31681000-3
,Kontakte elektrike,31681100-4
,Pompa elektrike,31681200-5
,Qarqe elektrike,31681300-6
,Komponente elektrike,31681400-7
,Materiale elektrike,31681410-0
,Rikarikues,31681500-8
,Furnizime me energji elektrike,31682000-0
,Kuti me energji elektrike,31682100-1
,Kapakë kutish me energji elektrike,31682110-4
,Panele instrumentesh,31682200-2
,Instrumente dhe pajisje e kontrolli,31682210-5
,Përzierje panelesh,31682220-8
,Panele me ekrane grafike,31682230-1
,Panele të tensionit të mesëm,31682300-3
,Pajisje të tensionit të mesëm,31682310-6
,Pajisje elektrike në lartësi,31682400-4
,Shtylla kabllosh elektrike,31682410-7
,Pajisje elektrike emergjente,31682500-5
,Sistemet e energjisë emergjente,31682510-8
,Sisteme mbylljeje emergjente,31682520-1
,Furnizime me energji elektrike emergjente,31682530-4
,Pajisje të nënstacionit,31682540-7
,"Furnizime elektronike, elektromekanike dhe elektroteknike",31700000-3
,Pajisje elektronike,31710000-6
,Furnizime elektronike,31711000-3
,Komponente elektronike,31711100-4
,Marrës-transmetues,31711110-7
,Shndërrues,31711120-0
,Rezistenca,31711130-3
,Rezistenca elektrike,31711131-0
,Elektroda,31711140-6
,Kondensatorë elektrike,31711150-9
,Kondensatorë të fiksuar,31711151-6
,Kondensatorë të ndryshueshëm ose të rregullueshëm,31711152-3
,Banka kondensatorësh,31711154-0
,Rrjete kondensatorësh,31711155-7
,Tabela elektronike për shënimin e pikëve,31711200-5
,Sistemet elektronike kronometrimi,31711300-6
,Sistemi për regjistrimin e frekuentimit,31711310-9
,Valvula dhe tuba,31711400-7
,Tuba televizive me rreze katodike,31711410-0
,Tuba kamerash televisioni,31711411-7
,Tuba dhe pajisje me mikrovalë,31711420-3
,Magnetronë,31711421-0
,Pajisje me mikrovalë,31711422-7
,Pajisjet radio mikrovalë,31711423-4
,Klistrone,31711424-1
,Tuba valvulash,31711430-6
,Valvula dhe tuba marrës ose përforcues,31711440-9
,Pjesë të montimeve elektronike,31711500-8
,Pjesë të kondensatorëve elektrikë,31711510-1
,"Pjesë të rezistencave elektrike, rheostateve dhe potenciometrave",31711520-4
,Pjesë të valvulave dhe tubave elektronike,31711530-7
,Makineri dhe aparate mikroelektronike dhe mikrosisteme,31712000-0
,Makineri dhe aparate mikroelectronike,31712100-1
,Qarqeelektronike të integruar dhe mikro-asemblues,31712110-4
,Karta telefonike,31712111-1
,Karta sim,31712112-8
,Karta që përmbajnë qarqe të integruara,31712113-5
,Qarqe të integruara elektronike,31712114-2
,Mikro-asemblues,31712115-9
,Mikroprocesorë,31712116-6
,Paketa me qarqe të integruara,31712117-3
,Fole ose montime qarqesh të integruara,31712118-0
,Kapakë qarqesh të integruara,31712119-7
,Mikrosisteme,31712200-2
,Qarqe të printuara,31712300-3
,Borde të papopulluara qarqesh të printuara,31712310-6
,Borde të populluara qarqesh të printuara,31712320-9
,Gjysmë-përcjellës,31712330-2
,Qeliza fotovoltaike,31712331-9
,Tiristorë,31712332-6
,Diacs,31712333-3
,Triacs,31712334-0
,Izolatorë optikë të çiftuar,31712335-7
,Oshilatorë kristali,31712336-4
,Dioda,31712340-5
,Dioda dritë-lëshuese (led),31712341-2
,Dioda me mikrovalë ose me sinjae të vogla,31712342-9
,Dioda zener,31712343-6
,Dioda schottky,31712344-3
,Dioda tunel,31712345-0
,Dioda foto-sensitive,31712346-7
,Dioda fuqie ose diellore,31712347-4
,Dioda lazer,31712348-1
,Dioda të radio-frekuencave (rf),31712349-8
,Transistorë,31712350-8
,Transistorë foto-sensitivë,31712351-5
,Transistorë me efekt fushe (fet),31712352-2
,Transistorë me efekt fushe metal oksid (mosfet),31712353-9
,Çipe tranzitorësh,31712354-6
,Transistorë bipolarë darlington ose me radio frekuenca (rf),31712355-3
,Transistorë me një nyje,31712356-0
,Tranzistorë bipolarë me porta të izoluara (igbt),31712357-7
,Transistorë me nyje efekt fushe (jfet),31712358-4
,Tranzistorë bipolarë (bjt),31712359-1
,Kristal të montuar piezo-elektrike,31712360-1
,Pajisje elektromekanike,31720000-9
,Pajisje elektroteknike,31730000-2
,Furnizime elektroteknike,31731000-9
,Module,31731100-0
Makineri industriale,Makineri industriale,42000000-6
,Makineri për prodhimin dhe përdorimin e energjisë mekanike,42100000-0
,Turbina dhe motorë,42110000-3
,Motorrë,42111000-0
,Motorrë për lëvizje detare,42111100-1
,Instalime turbine,42112000-7
,Turbina avullimi,42112100-8
,Turbina hidraulike,42112200-9
,Rrota uji,42112210-2
,Turbina gazi,42112300-0
,Pajisje turbine,42112400-1
,Instrumente turbine,42112410-4
,Pjesë turbinash,42113000-4
,Pjesë të turbinave me avull,42113100-5
,Pllaka baze,42113110-8
,Korniza,42113120-1
,Kondensator sisteme ftohës të ajrit,42113130-4
,Sisteme vajore lubrifikuese,42113150-0
,Ndarës lagështire,42113160-3
,Eleminues lagështire,42113161-0
,Pajisje rotary,42113170-6
,Rotor,42113171-3
,Prerëse,42113172-0
,Mjete kthimi,42113190-2
,Pjesë të turbinave hidraulike,42113200-6
,Pjesë të turbinave me gaz,42113300-7
,Sisteme me ajër të brendshëm,42113310-0
,Module me injkesion gazi,42113320-3
,Sisteme që furnizohen me gaz,42113390-4
,Pjesë e rrotave të ujit,42113400-8
,Pompa dhe kompresorë,42120000-6
,Motorë dhe mjete hidraulike ose pneumatike,42121000-3
,Cilindra hidraulikë ose pneumatikë,42121100-4
,Motorë me fuqi hidraulike,42121200-5
,Motorë me fuqi pneumatike,42121300-6
,Mjete me fuqi hidraulike,42121400-7
,Mjete me fuqi pneumatike,42121500-8
,Pompa,42122000-0
,Pompa për lëngje,42122100-1
,Pompa për fikje të zjarrit,42122110-4
,Paketa për rifurnizim me karburant të helikopterëve,42122120-7
,Pompa uji,42122130-0
,Pompa ftohje,42122160-9
,Pompa ftohje me ujë,42122161-6
,Pompa lubrifikuese,42122170-2
,Pompa karburanti,42122180-5
,Pompa betoni,42122190-8
,Pompa me zhvendosje pozitive reciproke për lëngje,42122200-2
,Paketa me fuqi hidraulike,42122210-5
,Pompa të ujërave të zeza,42122220-8
,Pompa dozimi,42122230-1
,Nxitës presoni për lëngje,42122300-3
,Pompa centrifugale dhe ashensorë lëngjesh,42122400-4
,Pompa për përdorim mjekësor,42122410-7
,Pompa ushqyese,42122411-4
,Pompa perfuzik,42122419-0
,Ashensorë lëngjesh,42122420-0
,Pompa centrifugale,42122430-3
,Pompa rrotulluese,42122440-6
,Pompa me vakum,42122450-9
,Pompa ajri,42122460-2
,Pompa shtytëse,42122480-8
,Pompa laboratorike dhe aksesorë,42122500-5
,Pompa peristaltic,42122510-8
,Kompresorë,42123000-7
,Kompresorë gazi,42123100-8
,Kompresorë rrotullues,42123200-9
,Kompresorë për pajisjet frigoriferike,42123300-0
,Kompresorë ajri,42123400-1
,Kompresorë ajri të montuar,42123410-4
,Turbo-kompresorë,42123500-2
,Kompresorë me zhvendosje reciproke,42123600-3
,Paketa ajri të kompresuar,42123610-6
,Kompresorë centrifugale,42123700-4
,Kompresorë për përdorim në aviacionin civil,42123800-5
,"Pjesë të pompave, të kompresorëve, të motorëve",42124000-4
,Pjesë të motorëve,42124100-5
,Pjesë të motorëve pneumatike,42124130-4
,Pjesë të motorëve me fuqi hidraulike,42124150-0
,Pjesë të motorëve reaksioneve,42124170-6
,Pjesë të pompave ose ashensorëve të lëngjeve,42124200-6
,"Pjesë të karburantit, dorës dhe pompa betoni",42124210-9
,Pjesë të pompave të karburantit,42124211-6
,Pjesë të pompave të dorës,42124212-3
,Pjesë të pompave të betonit,42124213-0
,Pjesë të pompave me zhvendosje pozitive reciproke,42124220-2
,Pjesë të paketave të energjisë hidraulike,42124221-9
,Pjesë të pompave të dozimit,42124222-6
,Pjesë të pompat rrotulluese pozitive-zhvendosjes,42124230-5
,Pjesë e pompat centrifugale,42124290-3
,Pjesë të pompave me ajër ose vakum ose kompresorë gazi,42124300-7
,Pjesë të pompave të ajrit,42124310-0
,Pjesë të pompave me vakuum,42124320-3
,Pjesë të kompresorëve të ajrit,42124330-6
,Pjesë të kompresorëve gazit,42124340-9
,"Çezma, cocks, valvola dhe pajisje të ngjashme",42130000-9
,"Çezma, cocks dhe valvulat",42131000-6
,Valvola të përcaktuara nga funksioni,42131100-7
,Valvola radiator me ngrohje qëndrore,42131110-0
,Valvola pendë,42131120-3
,Rregullatorë të temperaturës,42131130-6
,"Reduktues-presioni, kontroll apo valvola të sigurisë",42131140-9
,Valvola reduktuese-presioni,42131141-6
,Valvola kontrolli,42131142-3
,Valvola kontrolluese të rrjedhës,42131143-0
,Valvola kontrolluese proçesi,42131144-7
,Valvola kontrolli,42131145-4
,Valvola mos kthimi,42131146-1
,Valvola sigurie,42131147-8
,Valvola ndalimi,42131148-5
,Valvola standpipe,42131150-2
,Hidrantë,42131160-5
,Gas-cilindër valvulave prizë,42131170-8
,Valves përcaktuar nga ndërtimi,42131200-8
,Valvola thikë,42131210-1
,Valvola vijë mulliri,42131220-4
,Valvola portë,42131230-7
,Valvulat glob,42131240-0
,Valvula gjilpërë,42131250-3
,Valvula top,42131260-6
,Valvola prizë,42131270-9
,Valvula flutur,42131280-2
,Valvula diafragmë,42131290-5
,Valvula rrëshqitjese,42131291-2
,Valvola panik,42131292-9
,Pemët e krishtlindjeve dhe pjesët e tjera të valvulave,42131300-9
,Pemët e krishtlindjeve oilrig,42131310-2
,Choke manifolds,42131320-5
,Pjesët e valvulave,42131390-6
,"Çezmat sanitare, tapa",42131400-0
,Pjesë të çezmave dhe të valvulave,42132000-3
,Aktivizues të valvulave,42132100-4
,Aktivizues elektrikë të valvulave,42132110-7
,Aktivizues hidraulikë të valvulave,42132120-0
,Aktivizuesit pneumatike valvulave,42132130-3
,Pjesë për çezma,42132200-5
,Pjesë për valvula,42132300-6
,Ingranazhe dhe elemente per lëvizje,42140000-2
,Ingranazhe të thjeshtë dhe elemente për lëvizje,42141000-9
,Transmisione dhe boshte,42141100-0
,Boshte transmisioni,42141110-3
,Shufra me gunga,42141120-6
,Kollodokë,42141130-9
,Mbajtëse,42141200-1
,Ingranazhe dhe pjesë motorri,42141300-2
,Goma të fryra dhe shtyrës,42141400-3
,Çikrikë,42141410-6
,Kapëse,42141500-4
,Blloqe shtyrës,42141600-5
,Boshte lidhëse,42141700-6
,Lidhëse universale,42141800-7
,Pjesë të motorrit dhe elementë për ngarje,42142000-6
,Pjesë të elementeve të motorrit,42142100-7
,Pjesë të elementeve të makinës,42142200-8
,Reaktorë bërthamorë dhe pjesë,42150000-5
,Reaktorë bërthamorë,42151000-2
,Pjesë të reaktorëve bërthamorë,42152000-9
,Sisteme reaktor-ftohje,42152100-0
,Pjesë të kanaleve reaktor bërthamor,42152200-1
,Instalime bolierësh,42160000-8
,Kaldaja me ujë të nxehtë,42161000-5
,Bolierë gjenerues avulli,42162000-2
,Gjeneratorë me avull,42163000-9
,Bimë ndihmëse për përdorim me bolierë,42164000-6
,Kondensatorë avulli,42165000-3
,"Makineri për ushqim, pije dhe përpunimit të duhanit dhe pjesët e lidhura",42200000-8
,"Makineri përpunimi të ushqimit, pijeve dhe duhanit",42210000-1
,Makineri qumështi,42211000-8
,Ndarës kremi centrifugal,42211100-9
,Makineri për përpunimin e drithërave apo perimeve të thata,42212000-5
,Makineri të përdorura në prodhimin e pijeve alkoolike apo frutave,42213000-2
,"Furra gatimi, tharëse për produktet bujqësore dhe pajisje për gatim apo
ngrohje",42214000-9
,Furra gatimi,42214100-0
,Zgara,42214110-3
,Tharëse për produkte bujqësore,42214200-1
,Makineri për përgatitje industriale ose prodhim ushqimi dhe pijesh,42215000-6
,Makineri prerëse ushqimi,42215100-7
,Makineri prerëse buke,42215110-0
,Prerëse proshute,42215120-3
,Makineri të përpunimit të ushqimit,42215200-8
,Makineri bërëse makaronash,42215300-9
,Makineri për përpunimin e duhanit,42216000-3
,"Pjesë të makinerive për ushqim, pije dhe përpunimit të duhanit",42220000-4
,Pjesë të makinerive për përpunimin e ushqimit,42221000-1
,Pjesë të makinerive të qumështit,42221100-2
,Pjesë të makinave mjelëse,42221110-5
,Pjesë të makinerive për përpunimin e pijeve,42222000-8
,Pjesë të makinerive për përpunimin e duhanit,42223000-5
,"Kaldaja industriale ose laboratorike, krematorë dhe furra",42300000-9
,Kaldaja me djegie,42310000-2
,Krematorë mbetjesh,42320000-5
,Furra shkrirje,42330000-8
,Furra jo shtëpiake,42340000-1
,Furra komerçale,42341000-8
,Krematorë,42350000-4
,"Pjesë për kaldaja me djegie, ngrohëse dhe furra",42390000-6
,Pjesë dhe pajisje për ngritje dhe zhvendosje,42400000-0
,Pajisje për ngritje dhe zhvendosje,42410000-3
,Litar për makra,42411000-0
,"Mjete për hyrje nëntokë, çikrikë",42412000-7
,"Mjete për hyrje nëntokë, çikrikë",42412100-8
,Mjete për hyrje nëntokë,42412110-1
,Çikrikë për përdorim nëntokësor,42412120-4
,Capstans,42412200-9
,Krikë dhe ngritës automjetesh,42413000-4
,Sisteme te inkorporuar kriku,42413100-5
,Krikë hidraulike,42413200-6
,Krikë pneumatikë,42413300-7
,Krikë mekanikë,42413400-8
,Ngritës automjetesh,42413500-9
,"Vinçat, korniza të lëvizshme dhe kamionë të pajisur me një vinç",42414000-1
,Vinça,42414100-2
,Vinça harbour,42414110-5
,Vinça mol,42414120-8
,Vinça stacker,42414130-1
,Vinça enë,42414140-4
,Vinça kullë,42414150-7
,Vinça që udhëtojnë lart,42414200-3
,Vinça udhëtues,42414210-6
,Urë kalimi,42414220-9
,Vinça portal jib,42414300-4
,Korniza ngritëse të lëvizshme,42414310-7
,Vinça piedestal,42414320-0
,Vinça të montuar në automjete,42414400-5
,Vinça për kamionë,42414410-8
,Vinça urë,42414500-6
,"Kamionë ngritës pirun, kamionë pune, traktorë platforma hekurudhore",42415000-8
,Kamionë ngritës,42415100-9
,Kamionë ngritës pirun,42415110-2
,Kamionë pune,42415200-0
,Kamionë pune të përshtatur me pajisje përdorimi,42415210-3
,Traktorë platformë hekurudhore,42415300-1
,Automjete fsvs,42415310-4
,Pajisje për automjetet e emergjencës,42415320-7
,"Ashensorë, çikrikë, shkallë lëvizëse dhe rrugë lëvizëse",42416000-5
,Ashensorë,42416100-6
,Ashensorë banjo,42416110-9
,Ashensorë mallrash,42416120-2
,Ashensorë mekanikë,42416130-5
,Çikrikë skip,42416200-7
,Ashensorë mbeturinash,42416210-0
,Cikrikë,42416300-8
,Shkallë lëvizëse,42416400-9
,Rrugë lëvizëse,42416500-0
,Ashensorë dhe transportues,42417000-2
,Ashensorë pneumatikë dhe transportues,42417100-3
,Transportues,42417200-4
,"Kovë eskavatori, ashensorë ose transportues me veprim të vazhdueshëm",42417210-7
,"Rrip-lloj ashensorë vazhdueshme, veprim apo shiritat",42417220-0
,Transportues të blinduar për mina,42417230-3
,Transportues pajisjesh,42417300-5
,Rripa transportues,42417310-8
,"Makineri ngritëse, ngarkimi, shkarkimi",42418000-9
,Shtyrës vagonash dhe lokomotive ose traversa,42418100-0
,Hekurudhë me një shinë apo pajisje ski-lift,42418200-1
,Pajisje për hekurudhë me një shinë,42418210-4
,Karrige ngritëse,42418220-7
,Pajisje ski-lift,42418290-8
,Pajisje për heqjen e majës së raketave,42418300-2
,Makineri magazinimi dhe përpunimi karusel,42418400-3
,Pajisje për përpunim mekanik,42418500-4
,Makineri ngarkimi,42418900-8
,Pajisje ngarkimi,42418910-1
,Pajisje shkarkimi,42418920-4
,Ngarkues ane,42418930-7
,Pajisje të trajtimit të mbajtësave,42418940-0
,Pajisje dhe pjesë për ngritje,42419000-6
,Pjesë për vinça,42419100-7
,Pjesë për kamionë pune,42419200-8
,"Pjesë për ashensorë, çikrikë dhe ashensorë",42419500-1
,Pjesë për ashensorë,42419510-4
,Pjesë për çikrikë,42419520-7
,Pjesë për ashensorë,42419530-0
,Pjesë për rrugë lëvizëse,42419540-3
,Pjesë për transportues,42419800-4
,Pjesë për rripa transportues,42419810-7
,Pjesë për transportues kovë,42419890-1
,Pjesë për pajisje ngritëse,42419900-5
,"Kova, lopata, kapëse për vinça ose ekskavatorë",42420000-6
,Pajisje ngrohje dhe ventilimi,42500000-1
,"Njësi shkëmbim nxehtësie, pajisje kondicionim ajri dhe ftohje, makineri
filtrimi",42510000-4
